Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Guzzler? ,Air Aspiration Method Desc,Trans Desc,# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class Desc,Release Date,EPA FE Label Dataset ID,Var Valve Timing?,Var Valve Lift?,Energy Storage Device Desc,# Batteries,Battery Type Desc,Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Regen Braking Type Desc,"Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,# Drive Motor Gen,Motor Gen Type Desc,Rated Motor Gen Power (kW),Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System)  Description,MFR Calculated Gas Guzzler MPG ,FE Rating (1-10 rating on Label),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Subaru,IMPREZA SPORT,FJX,2.0,4,Auto(AV-S6),27,36,31,,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1450,1450,Small Station Wagons,8/14/15,18728,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,GF5 0W-20,No,41,7,1750,,326,245,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BMW,Mini,MINI COOPER HARDTOP 2 DOOR,BMX,1.5,4,Auto(S6),27,37,31,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),1600,1600,Subcompact Cars,7/24/15,18778,Y,Y,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,0W20,No,41.5,7,1000,,326,240,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BMW,Mini,MINI COOPER HARDTOP 4 DOOR,BMX,1.5,4,Auto(S6),27,37,31,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),1600,1600,Subcompact Cars,7/24/15,18779,Y,Y,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,0W20,No,41.5,7,1000,,326,240,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,General Motors,Chevrolet,CRUZE LIMITED ECO,GMX,1.4,4,Auto(A6),26,39,31,,Turbocharged,Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars,6/30/15,17949,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W30,No,41.1,7,1750,,340,230,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,TOYOTA,COROLLA,TYX,1.8,4,Auto(A4),27,36,31,,Naturally Aspirated,Automatic,4,Y,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars,8/6/15,18035,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,0W-20,No,42.1,7,1750,,324,242,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Ford Motor Company,Ford,Fiesta FWD,FMX,1.6,4,Auto(AM-S6),27,37,31,,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,N,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1450,1450,Subcompact Cars,7/27/15,18292,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W20 GF-5,No,41.5,7,1750,,328,242,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Ford Motor Company,Ford,Fiesta FWD,FMX,1.6,4,Manual(M5),28,36,31,,Naturally Aspirated,Manual,5,N,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1450,1450,Subcompact Cars,7/27/15,18293,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W20 GF-5,No,41.7,7,1750,,322,247,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,TOYOTA,COROLLA,TYX,1.8,4,Manual(M6),28,37,31,,Naturally Aspirated,Manual,6,N,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars,8/6/15,18032,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,0W-20,No,43.2,7,1750,,314,237,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,General Motors,Chevrolet,SONIC,GMX,1.4,4,Auto(S6),27,37,31,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1450,1450,Compact Cars,6/30/15,18191,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W30,No,42.7,7,1750,,330,243,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Ford Motor Company,Ford,Focus FWD FFV,FMX,2.0,4,Auto(AM6),27,40,31,,Naturally Aspirated,Automated Manual,6,N,N,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),1450,1450,Compact Cars,9/25/15,18846,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W20 GF5,No,42.8,7,1750,,330,220,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,General Motors,Chevrolet,SONIC 5,GMX,1.4,4,Auto(S6),27,37,31,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1450,1450,Small Station Wagons,6/30/15,18192,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W30,No,42.3,7,1750,,330,243,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Ford Motor Company,Ford,FOCUS FWD,FMX,2.0,4,Auto(AM6),27,40,31,,Naturally Aspirated,Automated Manual,6,N,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1450,1450,Compact Cars,9/25/15,18845,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W-20 GF-5,No,42.8,7,1750,,330,220,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,SCION,iM,TYX,1.8,4,Manual(M6),27,36,31,,Naturally Aspirated,Manual,6,N,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1450,1450,Midsize Cars,9/1/15,18138,Y,Y,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,0W-20,No,41.7,7,1750,,324,247,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Mercedes-Benz,Mercedes-Benz,E 250 BLUETEC 4MATIC,MBX,2.1,4,Auto(A7),27,38,31,,Turbocharged,Automatic,7,Y,N,4-Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum)",1600,1600,Midsize Cars,4/15/15,17761,N,N,,,,,,,,,,,,,,Common Rail Direct Diesel Injection,,,N,0W-30,Yes,42.2,7,1000,,374,264,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Audi,A6 quattro,VGA,3.0,6,Auto(S8),25,38,30,,Turbocharged,Semi-Automatic,8,Y,N,All Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum)",1700,1700,Midsize Cars,3/30/15,17658,N,N,,,,,,,,,,,,,,Common Rail Direct Diesel Injection,,,N,5W30 VW 50700,Yes,38.2,7,500,,403,270,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,HYX,1.6,4,Manual(M6),27,35,30,,Naturally Aspirated,Manual,6,N,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1500,1500,Compact Cars,2/1/15,17533,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W-20 AIP SM or ILSAC GF4,No,40.7,7,1500,,335,255,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Audi,A7 quattro,VGA,3.0,6,Auto(S8),25,38,30,,Turbocharged,Semi-Automatic,8,Y,N,All Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum)",1700,1700,Midsize Cars,3/30/15,17659,N,N,,,,,,,,,,,,,,Common Rail Direct Diesel Injection,,,N,5W30 VW 50700,Yes,38.2,7,500,,403,270,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Subaru,LEGACY,FJX,2.5,4,Auto(AV-S6),26,36,30,,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1500,1500,Midsize Cars,6/19/15,18167,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,GF5 0W-20,No,39.7,7,1500,,340,246,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAZDA,MAZDA,MX-5,TKX,2.0,4,Manual(M6),27,34,30,,Naturally Aspirated,Manual,6,N,N,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),1650,1650,Two Seaters,4/22/15,17873,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,GF-5 0W-20,No,40.4,7,750,,331,260,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAZDA,MAZDA,MX-5,TKX,2.0,4,Auto(S6),27,36,30,,Naturally Aspirated,Semi-Automatic,6,Y,N,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),1650,1650,Two Seaters,4/22/15,17874,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,GF-5 0W-20,No,41,7,750,,332,246,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Honda,Acura,RLX,HNX,3.5,6,Auto(AM7),28,32,30,,Naturally Aspirated,Automated Manual,7,Y,N,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),1650,1650,Midsize Cars,2/18/15,17556,Y,Y,Battery(s),1,Lithium Ion,260,5,39.5,On-Board,Electrical Regen Brake,Both,N,3,Other,"35, 27, 27",Spark Ignition Direct Injection,N,N,N,0W-20,Yes,40.5,7,750,,314,278,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,1.6,4,Auto(S6),26,37,30,,Naturally Aspirated,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1500,1500,Compact Cars,6/1/15,17835,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W-20 AIP SM or ILSAC GF4,No,41,7,1500,,336,237,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Honda,Honda,ACCORD,HNX,2.4,4,Auto(AV-S7),26,35,30,,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1500,1500,Midsize Cars,8/19/15,18814,Y,Y,,,,,,,,,,,,,,Spark Ignition Direct Injection,N,N,N,0W-20,No,39.7,7,1500,,338,252,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Kia,KIA MOTORS CORPORATION,Forte,KMX,1.8,4,Manual(M6),25,37,30,,Naturally Aspirated,Manual,6,N,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1500,1500,Midsize Cars,5/21/15,18001,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-20 GF4,No,39.7,7,1500,,350,237,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,HYX,2.4,4,Auto(S6),25,38,30,,Naturally Aspirated,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1500,1500,Large Cars,6/30/15,18312,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W20 GF4,No,39.8,7,1500,,355,239,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,FIAT,500,CRX,1.4,4,Auto(A6),27,34,30,,Naturally Aspirated,Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),1650,1650,Minicompact Cars,8/21/15,18243,Y,Y,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-40,No,40.3,7,750,,325,259,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
