Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Guzzler? ,Air Aspiration Method Desc,Trans Desc,# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class Desc,Release Date,EPA FE Label Dataset ID,Var Valve Timing?,Var Valve Lift?,Energy Storage Device Desc,# Batteries,Battery Type Desc,Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Regen Braking Type Desc,"Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,# Drive Motor Gen,Motor Gen Type Desc,Rated Motor Gen Power (kW),Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System)  Description,MFR Calculated Gas Guzzler MPG ,FE Rating (1-10 rating on Label),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,RAM,1500 HFE 4X2,CRX,3.0,6,Auto(A8),21,29,24,,Turbocharged,Automatic,8,Y,N,"2-Wheel Drive, Rear",,"Diesel, ultra low sulfur (15 ppm, maximum)",2100,2100,Standard Pick-up Trucks 2WD,7/1/15,18335,N,N,,,,,,,,,,,,,,Common Rail Direct Diesel Injection,,,N,5W-30,No,,5,,1500,488,348,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Kia,KIA MOTORS CORPORATION,Sorento FWD,KMX,2.0,4,Auto(S6),20,27,23,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1950,1950,Small SUV 2WD,1/2/15,17467,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W30 GF4,No,30.1,5,,750,448,328,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Kia,KIA MOTORS CORPORATION,Sorento AWD,KMX,2.4,4,Auto(S6),21,26,23,,Naturally Aspirated,Semi-Automatic,6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1950,1950,Small SUV 4WD,1/2/15,17453,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W20 GF4,No,29.8,5,,750,433,349,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Honda,Acura,MDX 2WD,HNX,3.5,6,Auto(S9),20,27,23,,Naturally Aspirated,Semi-Automatic,9,Y,N,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),2150,2150,Small SUV 2WD,2/9/15,17689,Y,Y,,,,,,,,,,,,,,Spark Ignition Direct Injection,N,N,N,0W-20,Yes,,5,,1750,444,323,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,Jeep,Patriot FWD,CRX,2.4,4,Auto(A6),21,28,23,,Naturally Aspirated,Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1950,1950,Small SUV 2WD,6/23/15,18263,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-20,No,,5,,750,424,323,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Subaru,LEGACY,FJX,3.6,6,Auto(AV-S6),20,29,23,,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1950,1950,Midsize Cars,6/19/15,18168,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,GF-5 5W-30,No,30.1,5,,750,448,308,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Honda,Acura,RDX 2WD,HNX,3.5,6,Auto(S6),20,29,23,,Naturally Aspirated,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),2150,2150,Small SUV 2WD,4/2/15,17664,Y,Y,,,,,,,,,,,,,,Multipoint/sequential fuel injection,N,N,N,0W-20,No,,5,,1750,447,307,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,Chrysler,200,CRX,3.6,6,Auto(A9),19,32,23,,Naturally Aspirated,Automatic,9,Y,N,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),1950,1950,Midsize Cars,7/2/15,18583,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-20,No,30.4,5,,750,469,283,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,Chrysler,300,CRX,3.6,6,Auto(A8),19,31,23,,Naturally Aspirated,Automatic,8,Y,N,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),1950,1950,Large Cars,9/21/15,18921,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W30,No,30.1,5,,750,466,290,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Honda,Honda,PILOT 2WD,HNX,3.5,6,Auto(S9),20,27,23,,Naturally Aspirated,Semi-Automatic,9,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1950,1950,Small SUV 2WD,6/18/15,17827,Y,Y,,,,,,,,,,,,,,Spark Ignition Direct Injection,N,N,N,0W-20,Yes,30.1,5,,750,439,321,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,HYX,2.4,4,Auto(S6),20,27,23,,Naturally Aspirated,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1950,1950,Small SUV 2WD,5/1/15,17838,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,SAE 5W20,No,,5,,750,434,325,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,Chrysler,300,CRX,3.6,6,Auto(A8),19,31,23,,Naturally Aspirated,Automatic,8,Y,N,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),1950,1950,Large Cars,9/21/15,18933,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-30,No,30.1,5,,750,466,290,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Volkswagen,Tiguan 4Motion,VGA,2.0,4,Auto(S6),20,26,23,,Turbocharged,Semi-Automatic,6,Y,N,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),2150,2150,Small SUV 4WD,7/13/15,18214,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W40 VW 50200,No,29.6,5,,1750,435,344,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Volkswagen,Tiguan,VGA,2.0,4,Auto(S6),21,26,23,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),2150,2150,Small SUV 2WD,7/13/15,18215,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W40 VW 50200,No,29.7,5,,1750,431,344,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,General Motors,Cadillac,ATS,GMX,2.0,4,Manual(M6),20,29,23,,Turbocharged,Manual,6,N,N,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),2150,2150,Compact Cars,6/30/15,18658,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W30,No,30.1,5,,1750,452,305,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Subaru,WRX,FJX,2.0,4,Manual(M6),20,27,23,,Turbocharged,Manual,6,N,N,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),2150,2150,Compact Cars,3/13/15,17635,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,GF-5 5W-30,No,30.3,5,,1750,433,322,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hyundai,HYUNDAI MOTOR COMPANY,Azera,HYX,3.3,6,Auto(S6),20,29,23,,Naturally Aspirated,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),1950,1950,Large Cars,6/1/15,18000,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W30 ACEA A5,No,30.2,5,,750,454,310,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,"Volvo Cars of North America, LLC",S60 Inscription AWD,VVX,2.5,5,Auto(S6),20,29,23,,Turbocharged,Semi-Automatic,6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1950,1950,Compact Cars,5/18/15,17902,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-30,No,30.5,5,,750,432,306,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Audi,Q5,VGA,2.0,4,Auto(S8),20,28,23,,Turbocharged,Semi-Automatic,8,Y,N,All Wheel Drive,85,Gasoline (Premium Unleaded Recommended),2150,2150,Small SUV 4WD,6/22/15,18101,Y,Y,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W40 VW 50200,No,29.6,5,,1750,452,322,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hyundai,HYUNDAI MOTOR COMPANY,Tucson AWD,HYX,2.0,4,Auto(S6),21,26,23,,Naturally Aspirated,Semi-Automatic,6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1950,1950,Small SUV 4WD,5/27/15,18008,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W20 API SM or ILSAC GF4,No,,5,,750,420,346,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,FCA US LLC,Dodge,Challenger,CRX,3.6,6,Auto(A8),19,30,23,,Naturally Aspirated,Automatic,8,Y,N,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),1950,1950,Midsize Cars,9/21/15,18966,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W30,No,30.1,5,,750,466,296,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Audi,Q3,VGA,2.0,4,Auto(S6),20,29,23,,Turbocharged,Semi-Automatic,6,Y,N,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),2150,2150,Compact Cars,6/22/15,18130,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,N,,N,5W40,No,30,5,,1750,451,313,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,VVX,2.0,4,Auto(S8),22,25,23,,Turbocharged,Semi-Automatic,8,Y,N,All Wheel Drive,10,Gasoline (Premium Unleaded Required),2150,2150,Standard SUV 4WD,9/24/15,19052,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W-30,Yes,31.7,5,,1750,408,355,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Audi,Q3 quattro,VGA,2.0,4,Auto(S6),20,28,23,,Turbocharged,Semi-Automatic,6,Y,N,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),2150,2150,Compact Cars,6/22/15,18131,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,N,,N,5W40,No,29.5,5,,1750,446,316,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen Group of,Volkswagen,Passat,VGA,3.6,6,Auto(AM-S6),20,28,23,,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,N,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),1950,1950,Midsize Cars,9/21/15,19015,Y,N,,,,,,,,,,,,,,Spark Ignition Direct Injection,,,N,5W40 VW 50200,No,28.5,5,,750,449,319,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,"Volvo Cars of North America, LLC",S60 AWD,VVX,2.5,5,Auto(S6),20,29,23,,Turbocharged,Semi-Automatic,6,Y,N,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),1950,1950,Compact Cars,5/18/15,17898,Y,N,,,,,,,,,,,,,,Multipoint/sequential fuel injection,,,N,5W-30,No,30.5,5,,750,432,306,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
